Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Ürün puan sayısı (product.metafields.reviews.rating_count),Renk (product.metafields.shopify.color-pattern),Hedef Cinsiyet (product.metafields.shopify.target-gender),Tamamlayıcı ürünler (product.metafields.shopify--discovery--product_recommendation.complementary_products),Alakalı ürünler (product.metafields.shopify--discovery--product_recommendation.related_products),İlgili ürün ayarları (product.metafields.shopify--discovery--product_recommendation.related_products_display),Ürün tanıtımlarında ara (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
makren-anne-ay-emziren-anneler-i-in-do-al-sindirim-destekleyici-rahatlat-c-bitkisel-ay,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_54ea6695-9a96-47a6-afe5-af664ea546e3.jpg?v=1744786809,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
makren-anne-ay-emziren-anneler-i-in-do-al-sindirim-destekleyici-rahatlat-c-bitkisel-ay,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_bf65e931-c10b-4a7b-8157-12ed2aa58250.jpg?v=1744786809,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
marigoldhome-katl-m-slin-emzirme-nl,Marigoldhome Katlı Müslin Emzirme Önlüğü,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Desen:</strong> Baskılı</li>
  <li>
<strong>Kumaş Tipi:</strong> Dokuma</li>
  <li>
<strong>Boyut/Ebat:</strong> Tek Ebat</li>
  <li>
<strong>Yıkama Talimatı:</strong> 30 derecede makinada yıkanabilir</li>
  <li>
<strong>Materyal Bileşeni:</strong> 100% pamuk</li>
  <li>
<strong>Diğer Özellikler:</strong> Organik, %100 pamuk, Müslin Kumaş</li>
  <li>
<strong>Menşei:</strong> TR</li>
</ul>",Diğer,,Diğer,"anne&çocuk, bebek, beslenme&emzirme, beslenmeemzirme, Diğer",true,Title,Default Title,,,,,,,,marigoldhome-katl-m-slin-emzirme-nl,0.0,,30,deny,manual,126.38,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_f865395c-c450-40d6-b9a2-1edc2a9dc8c0.jpg?v=1744786801,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
philips-avent-ultrair-emzik-ay-li-k-z-scf,Philips Avent Ultrair Emzik -Ay li Kız Scf/,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Menşei:</strong> GR</li>
  <li>
<strong>İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı:</strong> Alyans Medikal Nakl. Ins. Gida Teks. Turz. Ith. Ihr. Paz San. Tic. Ltd. Sti. - Incek-Golbasi, ANKARA  Kızılcasar mah. 2855 sok. no:66,Incek-Golbasi, ANKARA - info@i-h-g.com</li>
</ul>",Diğer,,Diğer,"anne&çocuk, bebek, beslenme&emzirme, beslenmeemzirme, Diğer",true,Title,Default Title,,,,,,,,philips-avent-ultrair-emzik-ay-li-k-z-scf,0.0,,30,deny,manual,362.13,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_ebeca911-60a8-4d8c-b7ff-8e7e82fa5961.jpg?v=1744786798,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
philips-avent-ultrair-emzik-ay-li-k-z-scf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_943caa1c-70b1-47fa-b56c-cd10938177cd.jpg?v=1744786798,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-avent-ultrair-emzik-ay-li-k-z-scf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_74625714-0251-4de9-ae66-18932b2ed689.jpg?v=1744786798,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
bibs-colour-kau-uk-emzik-vanilla-ay,Bibs Colour Kauçuk Emzik - Vanilla -Ay,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Menşei:</strong> DK</li>
  <li>
<strong>İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı:</strong> Mamakido Dış Tic A.Ş / Dalyan Mah. 4218 Sok. 28/A Çeşme İzmir / info@mamakido.com.tr</li>
</ul>",Diğer,,Diğer,"anne&çocuk, bebek, beslenme&emzirme, beslenmeemzirme, Diğer",true,Title,Default Title,,,,,,,,bibs-colour-kau-uk-emzik-vanilla-ay,0.0,,30,deny,manual,343.85,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_2f4503bc-d0b8-4afb-ab48-df5c749bf6b5.jpg?v=1744786793,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
n-n-anne-l-ah-ap-klipsi-bebek-emzik-ask-s-bebek-emzik-tutaca-emzik-zinciri,"NÜNÜ ANNE 'lü Ahşap Klipsi Bebek Emzik Askısı , Bebek Emzik Tutacağı, Emzik Zinciri","<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Diğer Özellikler:</strong> YIKARKEN AHŞAP KLİPSİ ÇITÇIT KISMINDAN ÇIKARTARAK YIKAMANIZI ÖNERİYORUZ.</li>
  <li>
<strong>Menşei:</strong> TR</li>
  <li>
<strong>İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı:</strong> NÜNÜ ANNE</li>
  <li>
<strong>Üretici Bilgisi:</strong> NÜNÜ ANNE</li>
</ul>",Diğer,,Diğer,"anne&çocuk, bebek, beslenme&emzirme, beslenmeemzirme, Diğer",true,Title,Default Title,,,,,,,,n-n-anne-l-ah-ap-klipsi-bebek-emzik-ask-s-bebek-emzik-tutaca-emzik-zinciri,0.0,,30,deny,manual,287.38,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_3cd88463-ac12-49c6-8c78-446168b1bf85.jpg?v=1744786791,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
n-n-anne-l-ah-ap-klipsi-bebek-emzik-ask-s-bebek-emzik-tutaca-emzik-zinciri,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_c39d844f-ef02-4c56-b0a2-984d164a536c.jpg?v=1744786791,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
n-n-anne-l-ah-ap-klipsi-bebek-emzik-ask-s-bebek-emzik-tutaca-emzik-zinciri,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_3552a9e4-5bba-46a9-bb91-7205e32ce6c2.jpg?v=1744786791,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
n-n-anne-l-ah-ap-klipsi-bebek-emzik-ask-s-bebek-emzik-tutaca-emzik-zinciri,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_670035f0-1c4f-4153-b2dc-3e5d53cd467d.jpg?v=1744786791,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
n-n-anne-l-ah-ap-klipsi-bebek-emzik-ask-s-bebek-emzik-tutaca-emzik-zinciri,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_43038af9-0fe5-44f9-b687-c17cc04c156d.jpg?v=1744786791,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
n-n-anne-l-ah-ap-klipsi-bebek-emzik-ask-s-bebek-emzik-tutaca-emzik-zinciri,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_2d41bcd9-69a5-4016-9e64-94f7d8aace9c.jpg?v=1744786791,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
incia-do-al-g-s-ucu-bak-m-kremi-yumu-atma-ve-koruma-lanolin-i-ermez-ml,INCIA %Doğal Göğüs Ucu Bakım Kremi Yumuşatma Ve Koruma Lanolin İçermez ml,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Menşei:</strong> TR</li>
</ul>",Diğer,,Diğer,"anne&çocuk, bebek, beslenme&emzirme, beslenmeemzirme, Diğer",true,Title,Default Title,,,,,,,,incia-do-al-g-s-ucu-bak-m-kremi-yumu-atma-ve-koruma-lanolin-i-ermez-ml,0.0,,30,deny,manual,229.88,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_39bb631c-7334-489e-a3fb-3704a3d11690.jpg?v=1744786781,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
bebebao-pml-elektrikli-s-t-sa-ma-g-s-pompas,Bebebao Pml Elektrikli Süt Sağma Göğüs Pompası,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Model:</strong> Tekli</li>
  <li>
<strong>Kullanım Şekli:</strong> Elektrikli</li>
</ul>",Diğer,,Diğer,"anne&çocuk, bebek, beslenme&emzirme, beslenmeemzirme, Diğer",true,Title,Default Title,,,,,,,,bebebao-pml-elektrikli-s-t-sa-ma-g-s-pompas,0.0,,30,deny,manual,2298.85,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_b2293311-b515-4143-8dc2-0beed2a6c0ba.jpg?v=1744786778,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
bebebao-pml-elektrikli-s-t-sa-ma-g-s-pompas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_d5af2591-3737-4dc6-91fb-24182912b94d.jpg?v=1744786778,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
bebebao-pml-elektrikli-s-t-sa-ma-g-s-pompas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_0a7aecae-bf7e-4d53-930f-b68787462721.jpg?v=1744786778,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
bebebao-pml-elektrikli-s-t-sa-ma-g-s-pompas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_11bf4958-5774-4093-b260-0bdb5676b055.jpg?v=1744786778,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
bebebao-pml-elektrikli-s-t-sa-ma-g-s-pompas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_312e4f38-d8a5-49de-b2c8-63583ddfd807.jpg?v=1744786778,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
bebebao-pml-elektrikli-s-t-sa-ma-g-s-pompas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_315935fa-700f-4d00-a78d-93f7dcf6950a.jpg?v=1744786778,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
bebebao-pml-elektrikli-s-t-sa-ma-g-s-pompas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_dee441fd-8a1e-4ee7-83b6-10813351830f.jpg?v=1744786778,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
bebebao-pml-elektrikli-s-t-sa-ma-g-s-pompas,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_06384ab6-aac6-4846-80dc-789672804826.jpg?v=1744786778,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
mesh-stick-emziren-anne-ay-s-t-artt-r-c-do-al-bitki-ay-paket-bir-arada,Mesh Stick Emziren Anne Çayı Süt Arttırıcı Doğal Bitki Çayı Paket Bir Arada,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Tip:</strong> Sıvı</li>
  <li>
<strong>Menşei:</strong> TR</li>
</ul>",Diğer,,Diğer,"anne&çocuk, bebek, beslenme&emzirme, beslenmeemzirme, Diğer",true,Title,Default Title,,,,,,,,mesh-stick-emziren-anne-ay-s-t-artt-r-c-do-al-bitki-ay-paket-bir-arada,0.0,,30,deny,manual,160.24,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_c22caa18-bad6-4e75-a177-5fe3068c59be.jpg?v=1744786766,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
mesh-stick-emziren-anne-ay-s-t-artt-r-c-do-al-bitki-ay-paket-bir-arada,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_d600947a-1278-4c73-963c-1fa0f7c303f2.jpg?v=1744786766,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
mesh-stick-emziren-anne-ay-s-t-artt-r-c-do-al-bitki-ay-paket-bir-arada,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_79f60e33-1dc9-4dea-bbc6-fdc8420cb246.jpg?v=1744786766,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
mesh-stick-emziren-anne-ay-s-t-artt-r-c-do-al-bitki-ay-paket-bir-arada,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_9111f9d8-afe5-457a-a75a-48fe73e5e96c.jpg?v=1744786766,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
mesh-stick-emziren-anne-ay-s-t-artt-r-c-do-al-bitki-ay-paket-bir-arada,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_c6f45a0e-0699-4e46-bc57-e22df717cd1f.jpg?v=1744786766,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-avent-natural-response-cam-biberon-ay-ml-tepkili-biberon-emzi-i-scy,"Philips Avent Natural Response Cam Biberon Ay+ ml, Tepkili Biberon Emziği SCY/","<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Hacim:</strong> 240 ml</li>
  <li>
<strong>Menşei:</strong> TR</li>
  <li>
<strong>İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı:</strong> Alyans Medikal Nakl. Ins. Gida Teks. Turz. Ith. Ihr. Paz San. Tic. Ltd. Sti. - Incek-Golbasi, ANKARA  Kızılcasar mah. 2855 sok. no:66,Incek-Golbasi, ANKARA - info@i-h-g.com</li>
  <li>
<strong>Üretici Bilgisi:</strong> İdeal A.Ş, Kavacık, Ertürk Sk. Uzka İş Merkezi No:13 No: 11 Kat: 2, 34810 Beykoz/İstanbul, info@idealas..tr</li>
  <li>
<strong>Gıda Temas Sembolü:</strong> Evet</li>
  <li>
<strong>Bakım Talimatları (Gıda Temas):</strong> Elde yıkanmalıdır.</li>
</ul>",Diğer,,Diğer,"anne&çocuk, bebek, beslenme&emzirme, beslenmeemzirme, Diğer",true,Title,Default Title,,,,,,,,philips-avent-natural-response-cam-biberon-ay-ml-tepkili-biberon-emzi-i-scy,0.0,,30,deny,manual,551.88,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_86989dd5-fb1e-44a2-8e2f-cf21c34d4cad.jpg?v=1744786759,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
tuanabitkisel-emziren-anneler-i-in-s-t-artt-r-c-bitkisel-ay,Tuanabitkisel Emziren Anneler İçin Süt Arttırıcı Bitkisel Çay,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Menşei:</strong> TR</li>
</ul>",Diğer,,Diğer,"anne&çocuk, bebek, beslenme&emzirme, beslenmeemzirme, Diğer",true,Title,Default Title,,,,,,,,tuanabitkisel-emziren-anneler-i-in-s-t-artt-r-c-bitkisel-ay,0.0,,30,deny,manual,300.15,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_1610915b-5533-46da-aeb5-d7798f5d9191.jpg?v=1744786757,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
tuanabitkisel-emziren-anneler-i-in-s-t-artt-r-c-bitkisel-ay,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_8b113be3-fb2f-4564-82ca-5fdb7d7aeb63.jpg?v=1744786757,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
tuanabitkisel-emziren-anneler-i-in-s-t-artt-r-c-bitkisel-ay,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_5290192b-74b2-4239-8b57-43bda7e2ab91.jpg?v=1744786757,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
kiwibaby-biberon-is-t-c-usb-ta-nabilir-kademeli-s-t-i-e-bebek-biberon-is-tma-kbaby,"Kiwibaby Biberon Isıtıcı, Usb Taşınabilir Kademeli Süt Şişe Bebek Biberon Isıtma Kbaby","<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Garanti Süresi:</strong> 2 Yıl</li>
  <li>
<strong>Menşei:</strong> CN</li>
</ul>",Diğer,,Diğer,"anne&çocuk, bebek, beslenme&emzirme, beslenmeemzirme, Diğer",true,Title,Default Title,,,,,,,,kiwibaby-biberon-is-t-c-usb-ta-nabilir-kademeli-s-t-i-e-bebek-biberon-is-tma-kbaby,0.0,,30,deny,manual,688.85,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_7744f53f-b91b-44e9-9f31-9fbf20fd8b21.jpg?v=1744786751,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
rozalina-rise-anne-bitki-ay-bitkisel-kar-m-emziren-anneler-i-in-lu-adet,Rozalina Rise Anne Bitki Çayı Bitkisel Karışım Emziren Anneler Için ’lu (ADET),"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Tip:</strong> Toz</li>
</ul>",Diğer,,Diğer,"anne&çocuk, bebek, beslenme&emzirme, beslenmeemzirme, Diğer",true,Title,Default Title,,,,,,,,rozalina-rise-anne-bitki-ay-bitkisel-kar-m-emziren-anneler-i-in-lu-adet,0.0,,30,deny,manual,241.04,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_57fa762c-6c25-4a15-af92-3c5bc31eb65c.jpg?v=1744786749,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
rozalina-rise-anne-bitki-ay-bitkisel-kar-m-emziren-anneler-i-in-lu-adet,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_106a5eaa-8692-409c-89f2-678920434523.jpg?v=1744786749,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-avent-do-al-tepkili-biberon-emzi-i-noay-scy,Philips Avent Doğal Tepkili Biberon Emziği NoAy Scy/,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Diğer Özellikler:</strong> Beyaz</li>
  <li>
<strong>Menşei:</strong> TR</li>
</ul>",Diğer,,Diğer,"anne&çocuk, bebek, beslenme&emzirme, beslenmeemzirme, Diğer",true,Title,Default Title,,,,,,,,philips-avent-do-al-tepkili-biberon-emzi-i-noay-scy,0.0,,30,deny,manual,423.19,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_a59a65c7-1ba8-4c28-a772-fa6ab0bc86cf.jpg?v=1744786745,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
philips-avent-do-al-tepkili-biberon-emzi-i-noay-scy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_50cae5c5-04d4-4188-a97e-c980ecf22aa6.jpg?v=1744786745,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-avent-do-al-tepkili-biberon-emzi-i-noay-scy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_4ff84e07-e300-4b2a-b5fc-682246647b28.jpg?v=1744786745,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-avent-do-al-tepkili-biberon-emzi-i-noay-scy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_9ba158ca-1230-49fd-b4a9-4c86a5e3d0b9.jpg?v=1744786745,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-avent-do-al-tepkili-biberon-emzi-i-noay-scy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_508366af-01cc-4ad6-beb0-83c338b295ad.jpg?v=1744786745,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-avent-do-al-tepkili-biberon-emzi-i-noay-scy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_6cdee26c-df39-49be-9153-1e9a3daaee78.jpg?v=1744786745,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
rossea-g-s-ve-kal-a-b-y-t-c-ekillendirici-dolgunla-t-r-c-atlak-giderici-s-k-la-t-r-c-kreml,"ROSSEA Göğüs Ve Kalça Büyütücü,. Şekillendirici, Dolgunlaştırıcı, Çatlak Giderici, Sıkılaştırıcı Kreml","<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Menşei:</strong> TR</li>
</ul>",Diğer,,Diğer,"anne&çocuk, bebek, beslenme&emzirme, beslenmeemzirme, Diğer",true,Title,Default Title,,,,,,,,rossea-g-s-ve-kal-a-b-y-t-c-ekillendirici-dolgunla-t-r-c-atlak-giderici-s-k-la-t-r-c-kreml,0.0,,30,deny,manual,401.35,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_7bd01370-90b2-4547-a639-5bc226229e8a.jpg?v=1744786735,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
rossea-g-s-ve-kal-a-b-y-t-c-ekillendirici-dolgunla-t-r-c-atlak-giderici-s-k-la-t-r-c-kreml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_d7252c10-9ab7-49a7-84df-aa5707dbd28b.jpg?v=1744786735,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
rossea-g-s-ve-kal-a-b-y-t-c-ekillendirici-dolgunla-t-r-c-atlak-giderici-s-k-la-t-r-c-kreml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_3ed569d3-5a7e-4528-9bf3-d171ac78fe76.jpg?v=1744786735,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-avent-scf-ultrair-emzik-ay-erkek,Philips Avent scf/Ultrair Emzik - Ay (ERKEK),"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Menşei:</strong> GR</li>
  <li>
<strong>İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı:</strong> Mnc last stock seller name</li>
  <li>
<strong>Bakım Talimatları (Gıda Temas):</strong> Mikrodalga fırında kullanılamaz.</li>
</ul>",Diğer,,Diğer,"anne&çocuk, bebek, beslenme&emzirme, Diğer",true,Title,Default Title,,,,,,,,philips-avent-scf-ultrair-emzik-ay-erkek,0.0,,30,deny,manual,424.35,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_bd0d343d-f9af-4b33-a285-e26b245e5f59.jpg?v=1744786730,1,"",false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
philips-avent-scf-ultrair-emzik-ay-erkek,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_2baf1c49-f6ab-4421-bd9d-a9d60df3a69a.jpg?v=1744786730,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-avent-scf-ultrair-emzik-ay-erkek,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_9230c3a3-5fae-45ac-9795-b22b8bbbd10b.jpg?v=1744786730,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-avent-scf-ultrair-emzik-ay-erkek,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_6a29700f-b6b9-4c44-90d1-e2964edf26e4.jpg?v=1744786730,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-avent-scf-ultrair-emzik-ay-erkek,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_31720cdb-032a-4402-8133-f62b96c829ef.jpg?v=1744786730,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-avent-scf-ultrair-emzik-ay-erkek,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_6b96e388-c91c-468b-af22-9adf2a40d248.jpg?v=1744786730,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-avent-scf-ultrair-emzik-ay-erkek,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_e43ff519-9519-4d88-b131-d065136215ed.jpg?v=1744786730,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
philips-avent-scf-ultrair-emzik-ay-erkek,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_febefc2e-3817-4657-968a-0e7bb382a0d7.jpg?v=1744786730,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
